Model,Variable,Estimate,Std. Error,t value,Pr(>|t|),Confidence Interval (lower bound): 2.5%,Confidence Interval (upper bound): 97.5%
full_all_lbw_2014to2018,hs,-0.015444007,0.008801367,-1.754728199,0.079426372,-0.03269437,0.001806356
full_all_lbw_2014to2018,insecticide_per_sqr_mile,0.001134544,0.000769235,1.474898797,0.140363689,-0.000373129,0.002642218
full_all_lbw_2014to2018,insured,0.010388079,0.007673805,1.353706416,0.175950501,-0.004652302,0.025428461
full_all_lbw_2014to2018,marital,-0.019454036,0.00678333,-2.867918436,0.004165896,-0.032749118,-0.006158954
full_all_lbw_2014to2018,maternal_care_code,-0.095675235,0.062729698,-1.525198386,0.12733412,-0.218623184,0.027272715
full_all_lbw_2014to2018,multiracial,0.013587578,0.020326816,0.668455808,0.503903423,-0.026252249,0.053427406
full_all_lbw_2014to2018,native,0.013521336,0.01154686,1.170996838,0.241709891,-0.009110093,0.036152765
full_all_lbw_2014to2018,pacific,0.200204012,0.076538175,2.615740617,0.008956124,0.050191946,0.350216078
full_all_lbw_2014to2018,pop_per_sqr_mile,0.00012152,6.56E-05,1.852819239,0.064024189,-7.03E-06,0.000250067
full_all_lbw_2014to2018,poverty,0.068541867,0.007761731,8.830744526,1.90E-18,0.053329153,0.08375458
full_all_lbw_2014to2018,white,0.036697542,0.009978755,3.677566989,0.000240354,0.01713954,0.056255543
full_hor_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000771099,0.000293615,2.626220996,0.008685721,0.000195623,0.001346574
full_hor_lbw_2014to2018,all_hormone_wells_2014to2018,1.244336536,0.414900438,2.999120804,0.002733887,0.43114662,2.057526453
full_hor_lbw_2014to2018,asian,0.007826861,0.019040724,0.411058996,0.681063952,-0.029492272,0.045145994
full_hor_lbw_2014to2018,ba,-0.01531928,0.00508051,-3.015303346,0.002592644,-0.025276897,-0.005361663
full_hor_lbw_2014to2018,black,0.109963123,0.01059854,10.37530837,9.94E-25,0.089190366,0.13073588
full_hor_lbw_2014to2018,drug_death_per_100000,0.000418454,0.000450455,0.928957153,0.352999563,-0.000464423,0.00130133
full_hor_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003701708,0.00111306,-3.325704713,0.000894497,-0.005883265,-0.001520151
full_hor_lbw_2014to2018,herbicide_per_sqr_mile,0.000791182,0.000925967,0.854438321,0.392942749,-0.001023681,0.002606045
full_hor_lbw_2014to2018,hispanic,-7.33E-05,0.003187847,-0.023005488,0.981647703,-0.006321403,0.006174727
full_hor_lbw_2014to2018,hs,-0.015617191,0.008798434,-1.774996692,0.076018168,-0.032861805,0.001627423
full_hor_lbw_2014to2018,insecticide_per_sqr_mile,0.001154332,0.00076903,1.501022265,0.133474096,-0.00035294,0.002661604
full_hor_lbw_2014to2018,insured,0.010907117,0.007678228,1.420525236,0.155577565,-0.004141934,0.025956167
full_hor_lbw_2014to2018,marital,-0.019573882,0.00677988,-2.887054343,0.003921525,-0.032862203,-0.006285561
full_hor_lbw_2014to2018,maternal_care_code,-0.097030923,0.062654815,-1.548658679,0.121588372,-0.219832104,0.025770258
full_hor_lbw_2014to2018,multiracial,0.015217127,0.02034192,0.7480674,0.454488759,-0.024652303,0.055086557
full_hor_lbw_2014to2018,native,0.015249934,0.0115961,1.31509165,0.188597812,-0.007478004,0.037977873
full_hor_lbw_2014to2018,pacific,0.200924264,0.076504728,2.626298654,0.008683745,0.050977753,0.350870775
full_hor_lbw_2014to2018,pop_per_sqr_mile,0.000121414,6.56E-05,1.852063107,0.06413272,-7.07E-06,0.000249902
full_hor_lbw_2014to2018,poverty,0.068745402,0.00775974,8.859240745,1.48E-18,0.053536591,0.083954212
full_hor_lbw_2014to2018,white,0.038397042,0.010033911,3.826727432,0.000132991,0.018730938,0.058063147
full_est_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000756537,0.000293655,2.576277567,0.010043048,0.000180984,0.00133209
full_est_lbw_2014to2018,all_est_wells_2014to2018,1.964308498,0.791986861,2.480228643,0.013194166,0.412042774,3.516574223
full_est_lbw_2014to2018,asian,0.006372243,0.019036574,0.334736839,0.737851248,-0.030938758,0.043683243
full_est_lbw_2014to2018,ba,-0.01550987,0.005082087,-3.051870084,0.002297743,-0.025470578,-0.005549162
full_est_lbw_2014to2018,black,0.108771609,0.01058385,10.27713053,2.65E-24,0.088027644,0.129515574
full_est_lbw_2014to2018,drug_death_per_100000,0.000428981,0.000450884,0.951423007,0.341480209,-0.000454735,0.001312698
full_est_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003751513,0.00111364,-3.368692755,0.000766524,-0.005934208,-0.001568817
full_est_lbw_2014to2018,herbicide_per_sqr_mile,0.000825134,0.000926317,0.890768695,0.373137639,-0.000990414,0.002640682
full_est_lbw_2014to2018,hispanic,7.00E-05,0.003188563,0.021946139,0.982492644,-0.006179493,0.006319446
full_est_lbw_2014to2018,hs,-0.015176151,0.008799987,-1.724565222,0.084727514,-0.032423808,0.002071506
full_est_lbw_2014to2018,insecticide_per_sqr_mile,0.001160399,0.000769947,1.507114679,0.13190562,-0.00034867,0.002669468
full_est_lbw_2014to2018,insured,0.010423411,0.007677175,1.357714442,0.174674916,-0.004623575,0.025470397
full_est_lbw_2014to2018,marital,-0.019475938,0.006784265,-2.870751207,0.00412887,-0.032772854,-0.006179022
full_est_lbw_2014to2018,maternal_care_code,-0.096956673,0.062721456,-1.545829455,0.122270337,-0.219888467,0.02597512
full_est_lbw_2014to2018,multiracial,0.014221805,0.020345507,0.699014562,0.484606931,-0.025654655,0.054098266
full_est_lbw_2014to2018,native,0.013972436,0.0115804,1.206558981,0.227714394,-0.008724731,0.036669603
full_est_lbw_2014to2018,pacific,0.198442537,0.076533498,2.592884717,0.009572073,0.048439637,0.348445436
full_est_lbw_2014to2018,pop_per_sqr_mile,0.000120957,6.56E-05,1.844052571,0.065291875,-7.60E-06,0.000249518
full_est_lbw_2014to2018,poverty,0.068498767,0.007762869,8.823897957,2.01E-18,0.053283822,0.083713711
full_est_lbw_2014to2018,white,0.037125571,0.01001308,3.707707576,0.000213619,0.017500296,0.056750846
full_test_lbw_2014to2018,acres_ag_land_per_sqr_mile,0.000763092,0.000293761,2.597659937,0.009440347,0.00018733,0.001338853
full_test_lbw_2014to2018,all_test_wells_2014to2018,1.618688819,0.637171576,2.540428479,0.011130744,0.369855477,2.86752216
full_test_lbw_2014to2018,asian,0.006176861,0.019022467,0.324714011,0.74542427,-0.031106488,0.043460211
full_test_lbw_2014to2018,ba,-0.015124574,0.005088543,-2.972280144,0.002983738,-0.025097935,-0.005151214
full_test_lbw_2014to2018,black,0.109029907,0.010592797,10.29283475,2.27E-24,0.088268407,0.129791408
full_test_lbw_2014to2018,drug_death_per_100000,0.000419489,0.000450731,0.930685337,0.352104802,-0.000463928,0.001302905
full_test_lbw_2014to2018,fertilizer_per_sqr_mile,-0.003662387,0.001113932,-3.287800347,0.001023496,-0.005845655,-0.00147912
full_test_lbw_2014to2018,herbicide_per_sqr_mile,0.000774869,0.000926723,0.836138073,0.403155882,-0.001041476,0.002591213
full_test_lbw_2014to2018,hispanic,4.84E-05,0.003188615,0.015179689,0.987890018,-0.006201168,0.006297973
full_test_lbw_2014to2018,hs,-0.015708541,0.008806771,-1.78368909,0.074593558,-0.032969495,0.001552413
full_test_lbw_2014to2018,insecticide_per_sqr_mile,0.001136863,0.000769383,1.477629268,0.139631015,-0.0003711,0.002644826
full_test_lbw_2014to2018,insured,0.010689253,0.007682972,1.391291395,0.164258926,-0.004369096,0.025747602
full_test_lbw_2014to2018,marital,-0.019440351,0.006784052,-2.865595878,0.004196477,-0.032736847,-0.006143854
full_test_lbw_2014to2018,maternal_care_code,-0.098185946,0.062688822,-1.566243273,0.117416243,-0.221053779,0.024681888
full_test_lbw_2014to2018,multiracial,0.015429991,0.020375517,0.75728096,0.448951798,-0.024505288,0.05536527
full_test_lbw_2014to2018,native,0.014229262,0.011588543,1.227873218,0.219608337,-0.008483865,0.036942388
full_test_lbw_2014to2018,pacific,0.198692939,0.076530296,2.596265143,0.009478654,0.048696316,0.348689562
full_test_lbw_2014to2018,pop_per_sqr_mile,0.000119779,6.56E-05,1.82636094,0.067913236,-8.76E-06,0.000248321
full_test_lbw_2014to2018,poverty,0.068638278,0.007764456,8.840062221,1.75E-18,0.053420223,0.083856333
full_test_lbw_2014to2018,white,0.037356427,0.010020883,3.727858048,0.000197332,0.017715859,0.056996996
ua_all_ptb,acres_ag_land_per_sqr_mile,-0.001164812,0.000398029,-2.926448763,0.003466492,-0.001944935,-0.000384689
ua_all_ptb,all_wells,0.574458542,0.163165608,3.520708483,0.000439846,0.254659826,0.894257258
ua_all_ptb,asian,-0.037587617,0.025775775,-1.458253595,0.144924664,-0.088107209,0.012931974
ua_all_ptb,ba,-0.027048797,0.007114169,-3.802102164,0.000147689,-0.040992312,-0.013105282
ua_all_ptb,black,0.061235622,0.013993093,4.376131945,1.27E-05,0.033809664,0.088661581
ua_all_ptb,drug_death_per_100000,-0.001048545,0.000621523,-1.687058402,0.091745081,-0.002266708,0.000169617
ua_all_ptb,fertilizer_per_sqr_mile,-0.001068984,0.001612525,-0.6629257,0.507453072,-0.004229475,0.002091507
ua_all_ptb,herbicide_per_sqr_mile,-0.000812754,0.00133218,-0.610092929,0.541868237,-0.003423778,0.001798271
ua_all_ptb,hispanic,-0.01006872,0.004403588,-2.286480934,0.022328239,-0.018699594,-0.001437846
ua_all_ptb,hs,-0.042456122,0.012095241,-3.510150947,0.000457576,-0.066162358,-0.018749885
ua_all_ptb,insecticide_per_sqr_mile,0.001569519,0.001043792,1.503670041,0.132821212,-0.000476276,0.003615313
ua_all_ptb,insured,0.005337036,0.011133183,0.479380968,0.63171904,-0.016483602,0.027157674
ua_all_ptb,marital,-0.017058262,0.009596775,-1.777499556,0.075635105,-0.035867595,0.00175107
ua_all_ptb,maternal_care_code,-0.138995941,0.088165198,-1.576539762,0.115056588,-0.311796554,0.033804673
ua_all_ptb,multiracial,0.018439967,0.02712236,0.679880605,0.496657242,-0.034718883,0.071598816
ua_all_ptb,native,0.027012361,0.015450386,1.748329183,0.080557535,-0.003269839,0.057294561
ua_all_ptb,pacific,0.15047901,0.103309691,1.456581749,0.145385835,-0.052004263,0.352962283
ua_all_ptb,pop_per_sqr_mile,0.000102068,8.86E-05,1.152267818,0.249346113,-7.15E-05,0.000275681
ua_all_ptb,poverty,0.046673962,0.01094082,4.266038825,2.08E-05,0.025230349,0.068117575
ua_all_ptb,white,0.009604031,0.013110878,0.732523843,0.463933089,-0.016092818,0.035300879
ua_hor_ptb,acres_ag_land_per_sqr_mile,-0.001143931,0.000398108,-2.87341863,0.004102585,-0.001924208,-0.000363653
ua_hor_ptb,all_hormone_wells,1.491362131,0.395135055,3.77430985,0.000165035,0.716911654,2.265812608
ua_hor_ptb,asian,-0.034911901,0.025823157,-1.351960999,0.176537733,-0.085524357,0.015700556
ua_hor_ptb,ba,-0.027220988,0.007107392,-3.829954283,0.000132039,-0.041151221,-0.013290755
ua_hor_ptb,black,0.063314562,0.014047331,4.50723084,6.94E-06,0.0357823,0.090846824
ua_hor_ptb,drug_death_per_100000,-0.001095595,0.000620699,-1.765099421,0.077696727,-0.002312142,0.000120952
ua_hor_ptb,fertilizer_per_sqr_mile,-0.001091059,0.001611812,-0.676914909,0.498536729,-0.004250152,0.002068034
ua_hor_ptb,herbicide_per_sqr_mile,-0.000826708,0.001331604,-0.620835845,0.534777025,-0.003436604,0.001783189
ua_hor_ptb,hispanic,-0.010034077,0.004399439,-2.280762603,0.022665249,-0.01865682,-0.001411334
ua_hor_ptb,hs,-0.042574721,0.012089678,-3.52157606,0.000438418,-0.066270055,-0.018879388
ua_hor_ptb,insecticide_per_sqr_mile,0.001586723,0.001043385,1.520745491,0.128478767,-0.000458274,0.003631721
ua_hor_ptb,insured,0.005952957,0.011136237,0.53455732,0.593014285,-0.015873667,0.027779581
ua_hor_ptb,marital,-0.017219051,0.009591855,-1.795174255,0.072773982,-0.036018741,0.001580639
ua_hor_ptb,maternal_care_code,-0.141867821,0.08806743,-1.610899971,0.107356304,-0.314476813,0.030741171
ua_hor_ptb,multiracial,0.019944338,0.027127384,0.735210509,0.462295853,-0.033224358,0.073113034
ua_hor_ptb,native,0.029329901,0.015509381,1.891107159,0.058751674,-0.001067927,0.05972773
ua_hor_ptb,pacific,0.152789832,0.103274054,1.47946,0.139171889,-0.049623595,0.355203259
ua_hor_ptb,pop_per_sqr_mile,0.000104165,8.85E-05,1.176467639,0.239545384,-6.94E-05,0.000277701
ua_hor_ptb,poverty,0.046831902,0.010936168,4.282295523,1.94E-05,0.025397407,0.068266397
ua_hor_ptb,white,0.011946089,0.01317991,0.906386242,0.364838547,-0.01388606,0.037778238
ua_est_ptb,acres_ag_land_per_sqr_mile,-0.001167246,0.000398209,-2.93123531,0.003413745,-0.001947722,-0.000386769
ua_est_ptb,all_est_wells,2.567431453,0.773688077,3.318432234,0.000921168,1.051030688,4.083832219
ua_est_ptb,asian,-0.037072132,0.025817167,-1.43594887,0.151170284,-0.08767285,0.013528586
ua_est_ptb,ba,-0.027474388,0.007111599,-3.863321057,0.000115349,-0.041412865,-0.013535911
ua_est_ptb,black,0.06171831,0.014031057,4.398692921,1.15E-05,0.034217944,0.089218675
ua_est_ptb,drug_death_per_100000,-0.001073523,0.000621479,-1.727367239,0.084253163,-0.0022916,0.000144554
ua_est_ptb,fertilizer_per_sqr_mile,-0.001201614,0.001613585,-0.744686038,0.45654736,-0.004364183,0.001960955
ua_est_ptb,herbicide_per_sqr_mile,-0.000755562,0.00133262,-0.566975265,0.570793395,-0.003367449,0.001856324
ua_est_ptb,hispanic,-0.009791247,0.004400824,-2.224866804,0.026199236,-0.018416704,-0.001165791
ua_est_ptb,hs,-0.042043062,0.012095733,-3.475858984,0.000519875,-0.065750263,-0.018335861
ua_est_ptb,insecticide_per_sqr_mile,0.001608211,0.001044911,1.539088952,0.123937744,-0.000439777,0.003656198
ua_est_ptb,insured,0.005202365,0.011137163,0.467117632,0.640465631,-0.016626074,0.027030805
ua_est_ptb,marital,-0.016888209,0.009601042,-1.758997566,0.078727898,-0.035705906,0.001929487
ua_est_ptb,maternal_care_code,-0.139530116,0.088204048,-1.581901504,0.113827148,-0.312406872,0.033346641
ua_est_ptb,multiracial,0.018811064,0.027142046,0.693059906,0.488350889,-0.034386369,0.072008497
ua_est_ptb,native,0.02757509,0.01549133,1.780033771,0.075219319,-0.002787358,0.057937539
ua_est_ptb,pacific,0.149265812,0.103339875,1.444416415,0.148775517,-0.053276621,0.351808246
ua_est_ptb,pop_per_sqr_mile,0.000104828,8.86E-05,1.183010612,0.236942858,-6.88E-05,0.000278503
ua_est_ptb,poverty,0.046453974,0.010942905,4.245122665,2.28E-05,0.025006274,0.067901673
ua_est_ptb,white,0.010184202,0.013153776,0.774241762,0.438877599,-0.015596724,0.035965129
ua_test_ptb,acres_ag_land_per_sqr_mile,-0.001158218,0.000398349,-2.907545206,0.003682137,-0.001938968,-0.000377468
ua_test_ptb,all_test_wells,1.965915407,0.586482001,3.352047296,0.000816815,0.816431807,3.115399007
ua_test_ptb,asian,-0.036898988,0.025818325,-1.429178219,0.153106197,-0.087501976,0.013704
ua_test_ptb,ba,-0.026841843,0.0071211,-3.769339681,0.000168333,-0.040798942,-0.012884745
ua_test_ptb,black,0.062518377,0.014062921,4.445618233,9.23E-06,0.034955559,0.090081196
ua_test_ptb,drug_death_per_100000,-0.001099881,0.000621173,-1.770650945,0.076768148,-0.002317358,0.000117596
ua_test_ptb,fertilizer_per_sqr_mile,-0.001003125,0.00161309,-0.621865505,0.534099833,-0.004164724,0.002158474
ua_test_ptb,herbicide_per_sqr_mile,-0.000871458,0.0013328,-0.653854919,0.513279012,-0.003483699,0.001740783
ua_test_ptb,hispanic,-0.009708411,0.004399051,-2.206933151,0.027429784,-0.018330391,-0.00108643
ua_test_ptb,hs,-0.042844434,0.012105456,-3.539266455,0.000410227,-0.066570691,-0.019118176
ua_test_ptb,insecticide_per_sqr_mile,0.00156166,0.001044089,1.495715688,0.134882514,-0.000484717,0.003608037
ua_test_ptb,insured,0.005767518,0.011148288,0.517345658,0.604971003,-0.016082725,0.027617761
ua_test_ptb,marital,-0.01694662,0.009600141,-1.76524695,0.077671933,-0.03576255,0.001869311
ua_test_ptb,maternal_care_code,-0.143160577,0.088137843,-1.624280477,0.104470523,-0.315907575,0.02958642
ua_test_ptb,multiracial,0.021166186,0.02718882,0.778488583,0.436371364,-0.032122922,0.074455293
ua_test_ptb,native,0.028424403,0.01552385,1.831015034,0.067244155,-0.002001784,0.058850589
ua_test_ptb,pacific,0.149563102,0.103335555,1.447353738,0.147951599,-0.052970864,0.352097067
ua_test_ptb,pop_per_sqr_mile,0.00010138,8.86E-05,1.144168263,0.252688161,-7.23E-05,0.000275044
ua_test_ptb,poverty,0.046695358,0.010945632,4.26611793,2.08E-05,0.025242313,0.068148402
ua_test_ptb,white,0.010929055,0.013184817,0.828912158,0.407251136,-0.014912711,0.03677082
ua_all_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001156586,0.000397961,-2.906276993,0.003697033,-0.001936575,-0.000376596
ua_all_ptb_2014to2018,all_wells_2014to2018,1.098212259,0.296256133,3.706968861,0.000215351,0.517560909,1.67886361
ua_all_ptb_2014to2018,asian,-0.03754942,0.025755915,-1.457894977,0.145023493,-0.088030087,0.012931247
ua_all_ptb_2014to2018,ba,-0.026840407,0.007113945,-3.772928406,0.000165946,-0.040783483,-0.01289733
ua_all_ptb_2014to2018,black,0.061548425,0.013988237,4.400013006,1.14E-05,0.034131984,0.088964866
ua_all_ptb_2014to2018,drug_death_per_100000,-0.001022246,0.000621618,-1.644493255,0.100228507,-0.002240595,0.000196102
ua_all_ptb_2014to2018,fertilizer_per_sqr_mile,-0.001087267,0.001612006,-0.674480622,0.500082264,-0.004246741,0.002072207
ua_all_ptb_2014to2018,herbicide_per_sqr_mile,-0.000795765,0.001331718,-0.597547997,0.550207926,-0.003405885,0.001814354
ua_all_ptb_2014to2018,hispanic,-0.009992099,0.004399581,-2.271147828,0.023241872,-0.01861512,-0.001369079
ua_all_ptb_2014to2018,hs,-0.042574968,0.012091553,-3.521050416,0.000439283,-0.066273976,-0.018875959
ua_all_ptb_2014to2018,insecticide_per_sqr_mile,0.001560521,0.001043241,1.495839733,0.13485018,-0.000484193,0.003605235
ua_all_ptb_2014to2018,insured,0.004994858,0.011121887,0.449101636,0.653406069,-0.01680364,0.026793355
ua_all_ptb_2014to2018,marital,-0.016731996,0.009595124,-1.743801915,0.08134434,-0.035538095,0.002074102
ua_all_ptb_2014to2018,maternal_care_code,-0.137033548,0.088152609,-1.554503605,0.120219528,-0.309809486,0.03574239
ua_all_ptb_2014to2018,multiracial,0.018077335,0.027105582,0.666922951,0.50489681,-0.03504863,0.0712033
ua_all_ptb_2014to2018,native,0.027074949,0.015436675,1.753936615,0.079591593,-0.003180377,0.057330275
ua_all_ptb_2014to2018,pacific,0.15284179,0.103288332,1.479758528,0.13909218,-0.04959962,0.3552832
ua_all_ptb_2014to2018,pop_per_sqr_mile,0.000105741,8.86E-05,1.194090255,0.23258156,-6.78E-05,0.000279304
ua_all_ptb_2014to2018,poverty,0.046651357,0.010935631,4.26599599,2.08E-05,0.025217915,0.0680848
ua_all_ptb_2014to2018,white,0.009783117,0.013102022,0.74668754,0.455338279,-0.015896375,0.035462608
ua_hor_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001145801,0.000397948,-2.87927151,0.004027513,-0.001925764,-0.000365837
ua_hor_ptb_2014to2018,all_hormone_wells_2014to2018,2.072955434,0.534833374,3.875890203,0.000109594,1.024701283,3.121209584
ua_hor_ptb_2014to2018,asian,-0.034691476,0.025815437,-1.343826784,0.17915392,-0.085288803,0.015905851
ua_hor_ptb_2014to2018,ba,-0.027183786,0.007106107,-3.825411946,0.00013448,-0.041111499,-0.013256072
ua_hor_ptb_2014to2018,black,0.063640398,0.014048968,4.529898318,6.24E-06,0.036104926,0.09117587
ua_hor_ptb_2014to2018,drug_death_per_100000,-0.001093304,0.000620586,-1.76173001,0.078264765,-0.00230963,0.000123021
ua_hor_ptb_2014to2018,fertilizer_per_sqr_mile,-0.00108982,0.001611505,-0.676274543,0.498943053,-0.004248311,0.002068672
ua_hor_ptb_2014to2018,herbicide_per_sqr_mile,-0.000827305,0.001331351,-0.621403031,0.534403942,-0.003436705,0.001782094
ua_hor_ptb_2014to2018,hispanic,-0.009961158,0.004396922,-2.26548433,0.023587457,-0.018578967,-0.001343349
ua_hor_ptb_2014to2018,hs,-0.042630995,0.012087446,-3.526881967,0.000429778,-0.066321954,-0.018940036
ua_hor_ptb_2014to2018,insecticide_per_sqr_mile,0.001587724,0.00104314,1.522062037,0.128148597,-0.000456793,0.003632242
ua_hor_ptb_2014to2018,insured,0.005748625,0.011128749,0.516556272,0.605521965,-0.016063323,0.027560573
ua_hor_ptb_2014to2018,marital,-0.017078534,0.009590401,-1.780794559,0.075094862,-0.035875374,0.001718307
ua_hor_ptb_2014to2018,maternal_care_code,-0.141790831,0.088046839,-1.610402288,0.107464846,-0.314359465,0.030777803
ua_hor_ptb_2014to2018,multiracial,0.020498275,0.027128569,0.755597344,0.449977924,-0.032672743,0.073669292
ua_hor_ptb_2014to2018,native,0.029572275,0.015506767,1.90705611,0.056653724,-0.00082043,0.05996498
ua_hor_ptb_2014to2018,pacific,0.153065521,0.103254572,1.482409131,0.138385996,-0.049309722,0.355440764
ua_hor_ptb_2014to2018,pop_per_sqr_mile,0.000104651,8.85E-05,1.182173031,0.237274893,-6.89E-05,0.000278155
ua_hor_ptb_2014to2018,poverty,0.046806556,0.010933073,4.281189252,1.95E-05,0.025378126,0.068234987
ua_hor_ptb_2014to2018,white,0.012244198,0.013180736,0.928946473,0.353026782,-0.013589569,0.038077965
ua_est_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001168468,0.000398146,-2.934768618,0.003375279,-0.001948821,-0.000388115
ua_est_ptb_2014to2018,all_est_wells_2014to2018,3.423333314,1.020446535,3.354740495,0.000808949,1.423294857,5.42337177
ua_est_ptb_2014to2018,asian,-0.036955507,0.025816071,-1.431492316,0.152442422,-0.087554075,0.013643062
ua_est_ptb_2014to2018,ba,-0.027480291,0.007110986,-3.864484124,0.000114804,-0.041417567,-0.013543015
ua_est_ptb_2014to2018,black,0.061885668,0.014034291,4.409604259,1.09E-05,0.034378964,0.089392373
ua_est_ptb_2014to2018,drug_death_per_100000,-0.001070828,0.000621464,-1.723073126,0.085026915,-0.002288876,0.000147219
ua_est_ptb_2014to2018,fertilizer_per_sqr_mile,-0.001191652,0.001613407,-0.738593241,0.460239034,-0.004353872,0.001970568
ua_est_ptb_2014to2018,herbicide_per_sqr_mile,-0.000765909,0.001332527,-0.574779142,0.565504085,-0.003377613,0.001845796
ua_est_ptb_2014to2018,hispanic,-0.009739138,0.004399516,-2.213683845,0.026960838,-0.018362031,-0.001116245
ua_est_ptb_2014to2018,hs,-0.041969598,0.012094136,-3.470243582,0.000530801,-0.06567367,-0.018265527
ua_est_ptb_2014to2018,insecticide_per_sqr_mile,0.001612566,0.001044887,1.543292695,0.122914951,-0.000435374,0.003660506
ua_est_ptb_2014to2018,insured,0.005036659,0.0111329,0.452412126,0.651020241,-0.016783424,0.026856743
ua_est_ptb_2014to2018,marital,-0.016877524,0.009600497,-1.757984445,0.078900182,-0.035694151,0.001939104
ua_est_ptb_2014to2018,maternal_care_code,-0.140315897,0.088181689,-1.591213529,0.111716543,-0.313148833,0.032517038
ua_est_ptb_2014to2018,multiracial,0.019066536,0.027143926,0.702423664,0.48249517,-0.034134582,0.072267654
ua_est_ptb_2014to2018,native,0.027689948,0.015491988,1.787372193,0.074025835,-0.00267379,0.058053685
ua_est_ptb_2014to2018,pacific,0.149433448,0.10333432,1.446116331,0.148298265,-0.053098098,0.351964993
ua_est_ptb_2014to2018,pop_per_sqr_mile,0.0001048,8.86E-05,1.182767405,0.237039237,-6.89E-05,0.000278465
ua_est_ptb_2014to2018,poverty,0.0463846,0.010941069,4.239494455,2.34E-05,0.024940499,0.0678287
ua_est_ptb_2014to2018,white,0.010339921,0.013156796,0.78589965,0.432017596,-0.015446925,0.036126767
ua_test_ptb_2014to2018,acres_ag_land_per_sqr_mile,-0.001156905,0.000398213,-2.905239317,0.003709261,-0.001937389,-0.000376421
ua_test_ptb_2014to2018,all_test_wells_2014to2018,2.86190281,0.820849059,3.486515306,0.000499715,1.253068217,4.470737403
ua_test_ptb_2014to2018,asian,-0.037210901,0.025790833,-1.442795664,0.149231636,-0.087760005,0.013338202
ua_test_ptb_2014to2018,ba,-0.026685657,0.007121322,-3.747289623,0.000183725,-0.040643192,-0.012728122
ua_test_ptb_2014to2018,black,0.062479468,0.014045098,4.448489149,9.11E-06,0.034951581,0.090007354
ua_test_ptb_2014to2018,drug_death_per_100000,-0.001088614,0.000621109,-1.752693465,0.079804922,-0.002305966,0.000128738
ua_test_ptb_2014to2018,fertilizer_per_sqr_mile,-0.000990097,0.001612767,-0.613911904,0.539342028,-0.004151061,0.002170868
ua_test_ptb_2014to2018,herbicide_per_sqr_mile,-0.00088405,0.001332556,-0.663424258,0.507133871,-0.003495813,0.001727712
ua_test_ptb_2014to2018,hispanic,-0.009764368,0.004398447,-2.219958209,0.026531208,-0.018385166,-0.001143571
ua_test_ptb_2014to2018,hs,-0.042967452,0.0121033,-3.550060985,0.000393867,-0.066689484,-0.019245421
ua_test_ptb_2014to2018,insecticide_per_sqr_mile,0.001570402,0.001043886,1.504380702,0.132638244,-0.000475577,0.003616381
ua_test_ptb_2014to2018,insured,0.005587274,0.011139254,0.501584209,0.61601418,-0.016245263,0.027419811
ua_test_ptb_2014to2018,marital,-0.01674719,0.009599048,-1.744671929,0.081192656,-0.03556098,0.002066599
ua_test_ptb_2014to2018,maternal_care_code,-0.142931546,0.088113606,-1.62212799,0.104930545,-0.31563104,0.029767948
ua_test_ptb_2014to2018,multiracial,0.021485925,0.02718317,0.790412809,0.429378641,-0.031792108,0.074763959
ua_test_ptb_2014to2018,native,0.028269775,0.015500678,1.823776687,0.068332158,-0.002110995,0.058650546
ua_test_ptb_2014to2018,pacific,0.14969225,0.103311605,1.448939345,0.147508289,-0.052794776,0.352179275
ua_test_ptb_2014to2018,pop_per_sqr_mile,0.000102299,8.86E-05,1.154815042,0.248301494,-7.13E-05,0.000275923
ua_test_ptb_2014to2018,poverty,0.046667716,0.010941634,4.265150612,2.09E-05,0.025222508,0.068112924
ua_test_ptb_2014to2018,white,0.010825919,0.013163835,0.822398557,0.410946261,-0.014974723,0.03662656
ua_all_lbw,acres_ag_land_per_sqr_mile,0.001055122,0.000323324,3.263359966,0.001119403,0.000421419,0.001688825
ua_all_lbw,all_wells,0.32079798,0.130218046,2.46354471,0.013840042,0.065575298,0.576020661
ua_all_lbw,asian,-0.006985905,0.020498292,-0.340804256,0.733286458,-0.047161819,0.033190009
ua_all_lbw,ba,-0.008949987,0.005681517,-1.575281043,0.11534849,-0.020085556,0.002185583
ua_all_lbw,black,0.111340798,0.011163164,9.973946401,6.66E-23,0.089461399,0.133220197
ua_all_lbw,drug_death_per_100000,0.000624599,0.000500753,1.247319898,0.212425101,-0.000356859,0.001606057
ua_all_lbw,fertilizer_per_sqr_mile,-0.003575999,0.001300212,-2.750319562,0.006006904,-0.006124369,-0.00102763
ua_all_lbw,herbicide_per_sqr_mile,-0.000171549,0.00107904,-0.158983388,0.873697887,-0.002286428,0.001943329
ua_all_lbw,hispanic,0.002018488,0.003516077,0.574073863,0.565981861,-0.004872896,0.008909872
ua_all_lbw,hs,-0.022536982,0.009813813,-2.296455317,0.021751981,-0.041771702,-0.003302263
