fips,preterm,lbw,fertility_per_1000_women,pop_per_sqr_mile,white,black,native,asian,pacific,multiracial,hispanic,poverty,completed hs,completed undergrad,marital,drug_death_per_100000,insured,fertilizer_per_sqr_mile,insecticide_per_sqr_mile,herbicide_per_sqr_mile,hospitals_per_sqr_mile,Acres of agricultural land,acres_ag_land_per_sqr_mile,all_wells,all_hormone_wells,all_est_wells,all_test_wells,all_wells_2014to2018,all_hormone_wells_2014to2018,all_est_wells_2014to2018,all_test_wells_2014to2018,required_report,no_report_but_resources,"Metro-nonmetro status, 2013 0=Nonmetro 1=Metro",Economic Types Type_2015_Update non-overlapping,total_area,total_wells,total_1418_wells,MaternityCareAccess,maternal_care_code
13233,12.4,8.6,64,134.118519,77.3,12.2,0.5,0.4,0.1,2.2,13.1,17.9,79.1,12.2,47.2,173.2,84.7,57.84809719,4.169754777,21.81548674,0.003222376,1591,5.126800503,0,0,0,0,0,0,0,0,FALSE,FALSE,0,3,312.14,0,0,Maternity Care Desert,0
13235,8.3,6.2,17,45.31394803,63.2,34.8,0.2,0.1,0,1.6,4.1,25.9,80.4,12.4,34.5,125.9,84.8,76.22131019,94.75609903,99.47805714,0.004011859,27467,110.1937327,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,251.21,0,0,Access to Maternity Care,1
13237,12.2,9,51,62.38503896,69,26.2,0,0.8,0,1.3,6.4,16,85.4,22.2,52.6,105.1,86.2,31.89606652,6.49294132,18.63166629,0.002901225,9891,28.69601546,0,0,0,0,0,0,0,0,FALSE,FALSE,0,5,360.687,0,0,Limited Access to Care Lv. 1,1
13239,16.5,NA,99,15.04922737,38.8,52.4,0,6.1,0.2,2.6,0.3,22.7,67.6,9.1,34.9,293.4,78.2,14.05740659,NA,13.46231412,0,NA,NA,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,160.565,0,0,Maternity Care Desert,0
13241,9.6,8.8,44,44.46155509,91.9,2.4,0.6,1,0,0.8,8.1,19.4,84.2,24.8,48.1,219.3,81.6,3.879613119,2.058680499,4.911655049,0.00270168,1224,3.306856865,0,0,0,0,0,0,0,0,FALSE,FALSE,0,5,377.028,0,0,Access to Maternity Care,1
13243,13.7,13.4,49,16.54928591,35.2,62.2,0,0,0,1.6,1.4,37,75.8,11.7,27.4,92.7,83.8,107.0601257,94.09998225,119.1656003,0.002335161,78150,182.4928311,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,430.873,0,0,Maternity Care Desert,0
13245,12.1,11.9,76,621.1916119,37.8,56.5,0.3,1.9,0.2,2.3,4.8,23.4,83.4,21.3,33.9,121.6,86.4,4.393849228,0.641347817,6.444312201,0.012333612,5438,16.76754533,0,0,0,0,0,0,0,0,FALSE,FALSE,1,4,328.585,0,0,Access to Maternity Care,1
13247,13.6,11.5,54,685.6916156,39.9,53.3,0.1,2,0.4,2.6,10.2,15.2,88.2,26.5,42.1,87.9,86.4,5.377006748,2.850275783,7.117986011,0.007703448,245,1.887344776,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,132.097,0,0,Access to Maternity Care,1
13249,13.6,12.1,40,31.22097935,66.3,29.9,0,0,0,0.9,5.1,21.3,84.3,12.9,50.1,115.9,83.3,27.43443954,5.350284889,16.62602527,0,NA,NA,0,0,0,0,0,0,0,0,FALSE,FALSE,0,3,167.823,0,0,Maternity Care Desert,0
13251,14.8,12.3,78,21.66402641,55.6,41.9,0.2,0.7,0,0.9,2,22.3,83.1,14.2,44.9,196.6,85.9,113.3296478,69.29701086,113.275449,0.001548537,115479,178.8234529,0,0,0,0,0,0,0,0,FALSE,FALSE,0,3,655.868,0,0,Maternity Care Desert,0
13253,12.4,13.5,21,35.51882662,61.8,33.1,0,0.8,0,2.5,3.1,24.4,85.5,14.4,38.5,136.8,83.8,266.3427859,228.0370133,257.4136131,0.004209888,59704,251.3471642,0,0,0,0,0,0,0,0,FALSE,FALSE,0,1,256.556,0,0,Access to Maternity Care,1
13255,14.8,13.5,56,330.2259368,63,33.5,0.4,1,0,1.6,4.4,21.6,81.9,16.4,41.3,124.6,84.5,17.16976896,3.530900482,23.92032003,0.005102457,575,2.933912972,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,199.613,0,0,Limited Access to Care Lv. 1,1
13257,9.7,9.3,56,143.3212392,84,11.2,0.2,0.3,0,2.4,3.3,16.2,83.5,22.1,49.4,184.1,84.5,14.82556517,10.69494837,19.15154898,0.005581915,351,1.959252023,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,184.198,0,0,Access to Maternity Care,1
13259,14.4,13.8,3,13.17062963,26.3,54.1,0.2,2.4,0,2.4,17.2,37,71.6,11.2,35.6,159.4,83.6,7.385318301,0.795643796,1.67412174,0,2430,5.297025818,0,0,0,0,0,0,0,0,FALSE,FALSE,0,4,463.612,0,0,Maternity Care Desert,0
13261,12,12.9,45,62.8573677,42.6,52.6,0.1,1.2,0,1.6,5.4,27.8,80.7,18.6,35.5,95.4,87.6,161.5089744,150.5329581,163.6586169,0.002070946,88378,183.0261084,0,0,0,0,0,0,0,0,FALSE,FALSE,0,4,492.611,0,0,Access to Maternity Care,1
13263,14.2,12.7,59,16.29630765,41.1,57.8,0,0.5,0,0.4,0.8,19.1,80.5,12,39.8,238.7,84.2,6.377482581,NA,5.000293834,0,1163,2.971559392,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,394.762,0,0,Access to Maternity Care,1
13265,20.3,NA,75,8.555704574,34.1,65.2,0,0.5,0,0.2,1.6,28,71.2,7,36.8,NA,86.8,17.44027707,NA,10.90402709,0,1309,6.726376749,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,195.347,0,0,Maternity Care Desert,0
13267,11.2,9.6,81,52.72867185,59.8,29.2,0.3,0.2,0,1.9,11,22.5,75.4,13.2,53.3,151.3,86.5,66.22020715,71.91048625,83.99816979,0.00207978,59678,124.1171332,0,0,0,0,0,0,0,0,FALSE,FALSE,0,4,488.348,0,0,Limited Access to Care Lv. 1,1
13269,10.7,8.3,35,21.75021105,57.3,38.4,0,1.5,0,0.6,2.5,26.3,78.2,11.2,43.8,102,81,23.85806746,14.29307168,20.45735706,0,9331,24.77129492,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,379.699,0,0,Maternity Care Desert,0
13271,11.3,12.4,80,36.85054207,53.7,41.7,0.1,0.1,0,0.7,11.7,28.2,70.3,8.4,37.7,95.4,88.6,28.71438143,22.66828567,21.22078997,0,19482,44.5499386,0,0,0,0,0,0,0,0,FALSE,FALSE,0,3,444.008,0,0,Maternity Care Desert,0
13273,12,12.9,50,26.38656814,36.8,59.5,0.1,2.3,0,0.8,2.7,31.9,76.6,12.3,38.3,92,81.7,206.0588731,190.1953601,220.9573508,0,79223,235.9660331,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,337.703,0,0,Access to Maternity Care,1
13275,11.9,10.5,54,82.13231878,60.1,36.4,0.1,0.2,0,2.3,3.7,20.8,82.6,23.1,41.4,160.8,84.2,132.6694932,139.1732417,144.6726,0.00183618,68541,125.853594,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,552.218,0,0,Access to Maternity Care,1
13277,13.1,12.5,63,155.2690282,64.8,30.1,0.1,1.5,0,1,11.5,24.7,81.8,16.5,46.8,105.7,80.7,254.2027275,240.484933,275.1799526,0.003832857,83630,320.5418126,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,268.79,0,0,Access to Maternity Care,1
13279,12.7,11.9,70,74.30605921,62.6,25.8,0,0.9,0,2,11.6,23.7,80.9,15.8,45.1,168.1,83.4,83.67123799,68.81991605,83.9926595,0.002747192,45766,125.728006,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,370.992,0,0,Access to Maternity Care,1
13281,8.7,7.9,95,68.58539985,95.4,1.2,0.6,0.7,0,1.7,1.2,15.8,89.2,26.2,52.2,243.7,89.1,12.57328912,0.2462995,7.815503652,0.006007305,453,2.721309112,0,0,0,0,0,0,0,0,FALSE,FALSE,0,5,171.79,0,0,Maternity Care Desert,0
13283,11.2,10.8,63,33.98133709,72.3,27.2,0,0,0,0.3,1.8,21.2,74.5,13.6,46.2,133.3,80.1,37.44114565,16.12070219,34.73346939,0,8796,44.10503778,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,202.447,0,0,Maternity Care Desert,0
13285,13.2,11.1,67,168.5329752,58.8,35.7,0.2,2.1,0,2.2,3.7,20.5,82.9,18.5,42.4,110.3,87.3,12.98284091,0.826070994,9.132673765,0.002415412,1827,4.412958204,0,0,0,0,0,0,0,0,FALSE,FALSE,0,3,445.962,0,0,Limited Access to Care Lv. 1,1
13287,13.9,13.3,31,27.89622129,54.9,43,0.2,0.8,0,0.2,1.6,35.3,82.4,12.5,48.4,196.2,85,161.47014,163.3340925,170.8144281,0,62058,217.4307587,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,289.98,0,0,Access to Maternity Care,1
13289,11.9,8.7,33,23.05857334,55.6,42.4,0,0.1,0,1.9,0.5,26.1,70.8,9.4,38.7,155.2,85.9,28.93177346,20.97094297,25.9172352,0,12767,35.53703595,0,0,0,0,0,0,0,0,FALSE,FALSE,1,2,362.634,0,0,Maternity Care Desert,0
13291,9.6,7.8,41,70.71114768,96.9,0.6,0.7,0.8,0,0.9,3.2,14.4,88.9,22.4,58,138.7,87.5,17.17248552,0.409829703,12.84754025,0.00310477,424,1.316422683,0,0,0,0,0,0,0,0,FALSE,FALSE,0,5,329.067,0,0,Access to Maternity Care,1
13293,14.4,12.3,45,81.04690741,69.3,28.1,0.3,0.4,0.8,1.1,2.3,22.3,79.9,13.7,43.1,192.7,86.7,18.98184359,10.09376536,18.91692197,0.003091505,3656,11.302544,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,327.554,0,0,Access to Maternity Care,1
13295,11,9.8,54,154.1790811,92.1,4.1,0.2,0.8,0,2.2,2.1,17.7,81.9,15.9,48.5,204.1,86.8,43.03859853,6.364389883,42.45614821,0,4017,8.998857501,0,0,0,0,0,0,0,0,FALSE,FALSE,1,3,447.036,0,0,Limited Access to Care Lv. 1,1
13297,10.9,8.6,61,275.8101533,78.1,17,0.2,1.2,0,1.6,4.2,12.9,87.3,19.9,52.9,125.6,88.8,31.12702347,2.417454634,30.97095994,0.006120138,8151,24.9426237,0,0,0,0,0,0,0,0,FALSE,FALSE,1,0,330,0,0,Limited Access to Care Lv. 1,1
13299,13.8,11.3,60,39.59082401,64.6,29.8,0.5,1.1,0.1,1.3,4.1,23.7,82.9,13.9,45.9,197,84.6,18.91960724,15.1683825,17.76521315,0.001112133,25765,28.65410772,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,907.987,0,0,Limited Access to Care Lv. 1,1
13301,9.7,15.4,77,18.80024476,37.3,61.1,0,0.8,0,0.6,0.4,26.3,73.5,13.4,36.2,189.1,86.4,21.75075081,8.91130195,10.34962969,0,NA,NA,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,286.688,0,0,Maternity Care Desert,0
13303,9.9,9.3,77,30.15560475,44.6,53,0,0.6,0,1.2,2.4,26.6,80.2,14,38.6,118.9,88,28.52851968,26.93533221,29.52334071,0.001473809,23384,34.46354828,0,0,0,0,0,0,0,0,FALSE,FALSE,0,4,684.356,0,0,Access to Maternity Care,1
13305,13.3,10.1,40,46.370594,75,19.9,0.1,0.5,0,2.7,6.2,19.6,81.9,12.9,50,209.1,82.2,24.96350888,16.41749891,20.47397174,0.001557785,30079,46.856623,0,0,0,0,0,0,0,0,FALSE,FALSE,0,4,648.797,0,0,Limited Access to Care Lv. 1,1
13307,13.1,11.9,22,12.481073,50.8,40,0.2,0,0,0.7,9.6,25.3,77.5,11.7,49.1,NA,88.4,123.5306199,95.86495794,119.4514633,0,32483,155.1560254,0,0,0,0,0,0,0,0,FALSE,FALSE,0,3,210.264,0,0,Access to Maternity Care,1
13309,11.3,9.3,0,26.86723747,56.9,42.6,0.5,0,0,0.1,1.3,26.8,78,12.8,34.2,105.8,83.3,15.38461538,8.277775898,13.48268977,0,4568,15.45906799,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,300.269,0,0,Maternity Care Desert,0
13311,8.2,6.4,85,120.1613339,94.3,1.4,0.6,0.6,0,1.9,3.1,13.8,85.1,21.4,57.4,178.4,87.5,12.59018954,3.950270621,21.21349323,0,1911,7.937925506,0,0,0,0,0,0,0,0,FALSE,FALSE,0,5,242.256,0,0,Access to Maternity Care,1
13313,11.5,7.9,63,357.5599612,88.7,4,0.7,1.5,0,1.1,34.5,17.8,69.4,15.7,52.2,132.8,82.5,22.98252983,3.914776992,16.69203066,0.003443076,545,1.876476219,0,0,0,0,0,0,0,0,FALSE,FALSE,1,3,291.055,0,0,Access to Maternity Care,1
13315,14.5,13,18,23.41382331,62.8,35.3,0.3,0,0,0.8,4.5,22,82.3,11.4,45.2,142.9,83.4,117.0876444,124.7554994,129.7315324,0,51556,136.4597643,0,0,0,0,0,0,0,0,FALSE,FALSE,0,1,382.115,0,0,Maternity Care Desert,0
13317,9.4,9.9,47,21.05213833,53.5,42.5,0,0.9,0,0.8,4.8,23.9,80.5,12.6,39.3,160,84.4,15.88282027,2.779546795,14.74118266,0.002129921,3740,7.965904226,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,474.094,0,0,Maternity Care Desert,0
13319,13.2,13.6,16,20.20863108,59,39.3,0.1,0,0.1,1,2.8,25,84.5,10.6,43.7,107.5,90.1,6.242013829,3.232312439,5.465101266,0,1380,3.072032483,0,0,0,0,0,0,0,0,FALSE,FALSE,0,2,451.949,0,0,Maternity Care Desert,0
13321,14,13.3,32,36.19338651,68.3,28.2,0.4,0.3,0,2.3,2.1,20.8,81.3,10.4,49.3,115.3,82.4,192.5244256,160.8972652,195.6836373,0.001752197,137263,240.5118519,0,0,0,0,0,0,0,0,FALSE,FALSE,1,1,574.755,0,0,Limited Access to Care Lv. 1,1
15001,11.2,8.8,59,49.06552148,33.5,0.7,0.4,22.5,12.4,28.7,12.7,16.6,92.4,29.5,47.9,128.8,94.8,14.92981171,7.151385769,14.51501198,0.001489407,47604,11.81695193,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,5086.165,0,0,Access to Maternity Care,1
15003,10.4,8.4,65,1644.517487,21,2.4,0.2,42.5,9.5,23.5,9.8,8.7,91.7,34.3,49.7,97.1,96.4,38.0225921,17.33870162,14.66121845,0.018316116,52085,86.72681013,0,0,0,0,0,0,0,0,TRUE,FALSE,1,4,2166.222,0,0,Access to Maternity Care,1
15005,NA,NA,0,6.254691018,21.3,2.7,2.7,28,25.3,20,2.7,10.6,87,24.6,34.3,NA,97.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,TRUE,FALSE,1,5,52.827,0,0,Maternity Care Desert,0
15007,9.6,8.2,47,115.1457369,32.5,0.7,0.5,34,9,22.6,10.9,8.5,91.8,29.5,48.3,136.4,95.1,12.03612289,3.657135851,16.94026624,0.004839615,67941,109.6027644,0,0,0,0,0,0,0,0,TRUE,FALSE,0,5,1266.313,0,0,Access to Maternity Care,1
15009,9.1,8,51,142.2959373,35.5,0.6,0.1,29.2,11.1,22.2,11.2,9.7,92,26.6,48.4,91,94.9,8.32006061,7.654559073,13.27214966,0.003443734,83942,72.26847348,0,0,0,0,0,0,0,0,TRUE,FALSE,1,5,2398.329,0,0,Access to Maternity Care,1
16001,8.6,6.8,40,424.0005779,90.7,1.4,0.6,2.7,0.2,3,8,11,95.1,37.8,51.5,126,91.7,36.1708276,19.68616208,32.84100501,0.004752816,101526,96.50687067,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0,1060.57,0,0,Access to Maternity Care,1
16003,12.2,8.9,104,2.949064613,95.8,0.3,1.2,0,0.2,2.3,3.5,11.4,89.6,19.1,63.8,255,83.4,4.993377629,0.351480953,6.139543075,0,136132,99.89103357,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,1369.508,0,0,Maternity Care Desert,0
16005,10.3,8.4,66,76.46395232,89.8,0.7,3,1.7,0.2,3.2,8.5,17,91.9,27.2,51.2,178.8,91.1,41.95921743,8.827085309,68.28406675,0.001797777,187713,168.7330616,0,0,0,0,0,0,0,0,TRUE,FALSE,1,4,1148.041,0,0,Access to Maternity Care,1
16007,11.3,8.1,104,6.11030943,94.7,0.4,0.4,1.2,0,0.9,4.2,16.9,93.8,20.3,66.7,150.5,93.7,32.67713953,0.785054851,36.54194612,0.001024876,221228,226.7312202,0,0,0,0,0,0,0,0,TRUE,FALSE,0,5,1049.614,0,0,Access to Maternity Care,1
16009,9.2,6.7,59,11.69473222,86.9,0.1,9.5,0.4,0.2,2.8,3.5,16.7,88.3,15.1,52.6,505.8,87.3,65.41893682,16.38112007,77.14069847,0.001287116,2462,3.168878575,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,784.191,0,0,Maternity Care Desert,0
16011,10.6,7.7,70,21.75529626,82.7,0.3,6.5,0.8,0,3.1,18,12.5,87.5,20.7,55.9,133.6,89,131.7463221,79.84854252,124.2694464,0.001432809,521324,248.9859293,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2120.232,0,0,Limited Access to Care Lv. 1,1
16013,7.4,6.6,63,8.338204932,95.1,0.4,0,1.1,0.4,2,21.8,14,88.4,38.2,54.7,81.3,85.9,6.342176516,6.895301959,12.52360924,0.000379113,180845,68.56063794,0,0,0,0,0,0,0,0,TRUE,FALSE,0,5,2654.98,0,0,Access to Maternity Care,1
16015,9.1,NA,126,3.770881195,94.5,0.2,1.1,1.2,0.1,2.7,4.3,13.1,93.7,27.2,63.7,200.4,89.9,0.204784697,NA,0.4069372,0,19959,10.50719221,0,0,0,0,0,0,0,0,TRUE,FALSE,1,4,1906.932,0,0,Maternity Care Desert,0
16017,6.8,6.3,79,24.64268653,95.3,0.3,1,0.7,0.1,2.1,3,14.7,90.8,23.1,59.5,262.3,88.4,8.224614185,0.330023102,3.948160987,0.000576963,7676,4.428771552,0,0,0,0,0,0,0,0,TRUE,FALSE,0,5,1918.133,0,0,Access to Maternity Care,1
16019,9.6,7.8,86,60.23477183,88.9,0.5,0.4,0.9,0.1,2.5,12.9,12.1,91.7,30.1,56.5,133,91.3,79.82392113,49.30004684,101.868614,0.001071822,281704,150.9682301,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0,1900.29,0,0,Access to Maternity Care,1
16021,8.7,5.4,68,9.103147991,94.1,0.3,1,0.8,0.2,3,4.9,16.8,92,19,56.3,221.3,80.8,22.83629783,11.32986832,19.23492254,0.00078822,16565,13.05685743,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1278.056,0,0,Access to Maternity Care,1
16023,NA,NA,57,1.163431757,99.2,0.2,0,0,0,0,2.7,16.2,95,18.2,63.7,233.7,87.6,21.78684696,7.468409161,14.20844387,0.00044713,123796,55.35288155,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0,2238.518,0,0,Maternity Care Desert,0
16025,NA,NA,77,0.824773746,99.8,0,0,0,0,0.2,0.9,23.3,93.6,19.5,52.7,NA,87.1,15.63625802,5.754798303,21.79878872,0,140390,130.688472,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1078.693,0,0,Maternity Care Desert,0
16027,9.4,7.1,61,361.5231567,85,0.3,1.1,0.9,0.2,3.7,25.1,15.2,84.6,18.3,51.7,156.2,85.3,292.4925559,194.8320739,297.972554,0.006813799,268646,457.6249821,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0,603.697,0,0,Access to Maternity Care,1
16029,10,9.5,92,3.921337449,95.6,0,0.2,0.1,0,2.3,5.6,8.5,92.2,19.9,65.6,161.9,92.2,70.3709456,12.03439078,75.75357359,0.000566831,247652,140.376852,0,0,0,0,0,0,0,0,TRUE,FALSE,0,3,1798.641,0,0,Access to Maternity Care,1
16031,9,6.8,74,9.204442298,93.2,0.2,1.2,0.6,0.1,1.2,27.2,14.3,82.5,18.6,60.5,115.2,84.3,88.6389937,77.99161914,107.5046899,0.000389771,512264,199.6656544,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,2580.729,0,0,Limited Access to Care Lv. 1,1
16033,NA,NA,167,0.610840288,84.7,0.6,8.9,0,0,1.3,46.9,19.7,60.8,15.5,60.5,NA,72.6,13.51221822,7.847340973,16.39797067,0,72216,40.95862791,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,1764.101,0,0,Maternity Care Desert,0
16035,6.5,5.4,66,3.516035605,93,0.4,2.2,0.3,0.2,2.3,4.1,13.4,89.5,16.9,62.7,431.6,88.9,4.677059862,0.66943039,4.913903927,0.000406949,1216,0.494849455,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,2488.044,0,0,Maternity Care Desert,0
16037,8.6,7.3,83,0.841294411,92.6,0.1,1,0,0,5.4,4.4,20.6,89.4,23,56.8,308.1,88.2,5.493301033,1.259808414,1.856495612,0,131358,26.68697205,0,0,0,0,0,0,0,0,TRUE,FALSE,0,2,4938.597,0,0,Maternity Care Desert,0
16039,8.3,7.7,75,8.595876724,86.7,2.6,1.4,2.6,0.5,3.9,16.7,13.8,89.4,16.4,59.3,212.8,88.2,26.43932075,19.540311,35.4475446,0.000325195,294091,95.63689258,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,3101.462,0,0,Limited Access to Care Lv. 1,1
16041,11.2,9.1,58,20.02808366,96.2,0.2,0.6,0.1,0.1,1.1,6.7,11.8,91.2,18.1,65.1,44.9,89.6,87.46355685,18.16690019,96.12092564,0.001508252,176887,266.7902428,0,0,0,0,0,0,0,0,TRUE,FALSE,1,1,667.711,0,0,Maternity Care Desert,0
16043,6.7,6.4,45,6.955621365,94.5,0.3,0.3,0.1,0.3,2.3,12.6,12.7,87.7,20.9,62.6,124.8,89.3,71.62170862,41.02931393,67.29275306,0,212044,113.7599519,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,1896.177,0,0,Maternity Care Desert,0
16045,8.9,7.5,43,30.46251139,90.1,0,1.9,0.7,0,2.6,8.3,18.3,87.9,14.8,49.9,265.4,83,29.81581721,9.330617932,34.35696804,0.001786448,129048,230.5375422,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0,564.593,0,0,Limited Access to Care Lv. 1,1
16047,9.8,7.6,57,20.79879779,92.5,0.1,0.8,0.4,0.3,3,29.1,15.9,79.8,15.2,56.2,205.7,83.4,129.2270482,46.01403223,113.4562148,0.001371138,174426,239.1621796,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,734.137,0,0,Maternity Care Desert,0
16049,6.4,5.7,39,1.927103651,93.4,0.2,3.5,0.5,0.1,1.8,3.3,14.6,90.6,20.2,60.2,203.6,89.1,13.68199947,1.24930861,14.15147811,0.000235919,65203,7.691310481,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,8503.574,0,0,Access to Maternity Care,1
16051,8.4,7.9,86,25.57329383,92.1,0.1,0.6,0.5,0.1,2,10.5,7.7,89.1,22.6,65.5,80.1,90.4,142.1896716,59.16172921,113.1272401,0,311772,285.06693,0,0,0,0,0,0,0,0,TRUE,FALSE,1,1,1105.714,0,0,Limited Access to Care Lv. 1,1
16053,9.5,7.1,102,39.21696618,94.1,0.1,0.5,0.6,0.4,1.8,35.4,18,77.7,14.9,57.1,119.6,80.3,176.3215286,112.4523199,168.4165424,0.001673721,165514,277.0243242,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,602.527,0,0,Limited Access to Care Lv. 1,1
16055,7.4,5.6,42,124.0972742,94.2,0.4,1.4,0.8,0.1,2.6,4.5,12.1,92.5,24.9,54.6,231.6,89.7,19.05348208,5.135811805,30.470706,0.001615797,34140,27.58166038,0,0,0,0,0,0,0,0,TRUE,FALSE,1,5,1308.995,0,0,Access to Maternity Care,1
16057,7.3,5.8,40,36.47198027,91.7,1,1.2,2.6,0,2.6,4.3,20.6,96.3,45.1,45.2,129.2,93.1,130.5142736,26.52186562,184.9475818,0.000929483,3139,2.917646884,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,1076.782,0,0,Limited Access to Care Lv. 1,1
16059,7.6,5.7,83,1.708703894,94.8,0,0.2,0,0.1,4.1,3.3,13.1,92.2,21.1,61.3,320.3,87.5,6.138668837,NA,1.296318574,0.000219121,167098,36.6146452,0,0,0,0,0,0,0,0,TRUE,FALSE,0,4,4569.141,0,0,Access to Maternity Care,1
16061,6.4,7,40,8.030123929,87.2,0.2,7.3,1.4,0,3.2,4.4,14.2,88.5,17.3,52.6,291.2,85.5,187.8944576,49.74082227,250.8197201,0,NA,NA,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,479.726,0,0,Maternity Care Desert,0
16063,8.6,6.1,62,4.42913222,93.6,0,0.5,0.2,0,3.2,30.2,13.4,79.4,10.1,53.3,169.4,77.8,37.19438904,16.57615843,39.98371851,0,121524,101.1550205,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,1205.838,0,0,Maternity Care Desert,0
16065,5.8,5.8,73,82.47969706,93.7,0.3,0.1,1.2,0.1,2.7,7.5,30.5,95.9,36.4,56.7,22.7,92.8,282.7750513,151.9625288,250.5055757,0.002130983,175268,373.4931286,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,473.321,0,0,Limited Access to Care Lv. 1,1
16067,9.1,7.4,93,27.2326406,94.5,0.1,0.9,0.4,0.1,1.6,35.1,19.3,78.4,13.4,55.8,134,80.4,269.4954795,234.9550064,267.6460642,0.001321011,262238,346.4192677,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,762.374,0,0,Maternity Care Desert,0
16069,8.3,6,89,47.33473218,89.7,0.3,6.1,0.8,0.1,2.7,3.9,14.6,92.3,21.9,49.4,233.1,89.7,180.2939928,48.56422105,249.8031403,0.0011788,30735,36.23043191,0,0,0,0,0,0,0,0,TRUE,FALSE,1,0,856.526,0,0,Access to Maternity Care,1
16071,8.8,6.5,91,3.608154128,97.2,0.1,0.2,0,0,2.4,4.4,13,91,15.5,59.9,96.7,92.6,31.90205438,3.644852876,33.57351551,0.000834062,155663,129.8326621,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,1200.494,0,0,Maternity Care Desert,0
16073,9.4,7.2,58,1.4938305,82.8,0.4,3.2,0.2,0,3.4,26.6,21.1,75,11.2,58.2,181.3,76.1,9.536650424,7.735316448,12.01571789,0,505591,65.93341389,0,0,0,0,0,0,0,0,TRUE,FALSE,1,1,7696.826,0,0,Maternity Care Desert,0
16075,9.9,6.6,100,56.62681989,90.8,0.3,0.7,0.8,0,3.5,17.2,13.6,85,14.2,55.7,261.4,87.1,106.2911043,47.0100174,100.294427,0,160361,394.1119511,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,410.319,0,0,Maternity Care Desert,0
16077,10.2,7.2,91,5.494270657,77.7,0.1,5.2,0,0,0.3,33.9,9.6,80.9,15.9,53.5,177.6,84.7,129.7575341,93.0065407,153.9891696,0.000712339,283926,202.2515611,0,0,0,0,0,0,0,0,TRUE,FALSE,0,1,1442.129,0,0,Maternity Care Desert,0
16079,8.2,6.7,69,4.749329365,93.7,0.4,2.6,0.2,0,2.6,3.5,17.3,85.6,11.6,54.9,440.8,83.4,0.111093206,NA,0.074314909,0.000379158,NA,NA,0,0,0,0,0,0,0,0,TRUE,FALSE,0,2,2642.816,0,0,Maternity Care Desert,0
16081,8.9,7.7,91,24.67205978,88.6,0.2,0.4,0.1,0,2.3,17.1,6.1,92.9,41.5,55,56.5,90.6,99.09795565,48.39331004,111.9661717,0.00222672,99347,221.2179714,0,0,0,0,0,0,0,0,TRUE,FALSE,0,5,450.199,0,0,Maternity Care Desert,0
